"","ParentGlobalID","Date","Plot_ID_year","Plot_ID","Polygon_ID","Plot_nr","Treatment_2023","Cover_plants","Cover_plants_summed","Cover_bryophytes","Cover_standing_litter","Cover_rock","Cover_bare_soil","Cover_short_vegetation","Count_smallkjempe","Count_larvespinn","Veg_height_1","Veg_height_2","Veg_height_3","Veg_height_4","Coor_x","Coor_y","Species","Count_flowers","Cover_species","Veg_height_mean","Species_richness","Year","Plot_type","Treatment_2022","Cover_shrubs","UTM_N","UTM_E","UTM_zone"
"11","3ee90900-6b4a-4a4a-b424-b34d0839040a",2023-08-09 10:00:00,"RT-03-2023","RT-03","RT","3","Krattknuser",95,116.2,90,0,0,0,4,0,0,34,33,29,16,10.689235377758,59.2286548668819,"Fragaria_vesca",0,3,25,15,2023,"Permanent",NA,NA,6566731.567,596397.744,"32"
"12","3ee90900-6b4a-4a4a-b424-b34d0839040a",2023-08-09 10:00:00,"RT-03-2023","RT-03","RT","3","Krattknuser",95,116.2,90,0,0,0,4,0,0,34,33,29,16,10.689235377758,59.2286548668819,"Rumex_acetosa",0,0.1,25,15,2023,"Permanent",NA,NA,6566731.567,596397.744,"32"
"13","3ee90900-6b4a-4a4a-b424-b34d0839040a",2023-08-09 10:00:00,"RT-03-2023","RT-03","RT","3","Krattknuser",95,116.2,90,0,0,0,4,0,0,34,33,29,16,10.689235377758,59.2286548668819,"Stellaria_graminea",1,2,25,15,2023,"Permanent",NA,NA,6566731.567,596397.744,"32"
"14","3ee90900-6b4a-4a4a-b424-b34d0839040a",2023-08-09 10:00:00,"RT-03-2023","RT-03","RT","3","Krattknuser",95,116.2,90,0,0,0,4,0,0,34,33,29,16,10.689235377758,59.2286548668819,"Vicia_hirsuta",0,0.1,25,15,2023,"Permanent",NA,NA,6566731.567,596397.744,"32"
"15","3ee90900-6b4a-4a4a-b424-b34d0839040a",2023-08-09 10:00:00,"RT-03-2023","RT-03","RT","3","Krattknuser",95,116.2,90,0,0,0,4,0,0,34,33,29,16,10.689235377758,59.2286548668819,"Anthriscus_sylvestris",0,1,25,15,2023,"Permanent",NA,NA,6566731.567,596397.744,"32"
"16","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Poa_compressa",0,4,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"17","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Poa_nemoralis",0,1,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"18","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Dactylis_glomerata",0,33,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"19","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Achillea_millefolium",0,3,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"20","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Trifolium_pratense",1,3,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"21","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Medicago_lupulina",0,2,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"22","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Plantago_lanceolata",0,1,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"23","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Fragaria_vesca",0,20,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"24","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Veronica_chamaedrys",2,14,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"25","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Galium_verum",4,20,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"26","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Linaria_vulgaris",5,3,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"27","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Avenula_pratensis",0,1,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"28","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Vicia_hirsuta",1,13,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"29","314baf15-ef51-4d32-bd0a-c1cedde45854",2023-08-09 10:00:00,"RT-08-2023","RT-08","RT","8","Ingen",85,118.1,2,0.1,0,0,2,2,0,27,16,13,16,10.6893782799003,59.2287006092253,"Anthriscus_sylvestris",0,0.1,21.5,14,2023,"Permanent",NA,NA,6566736.708,596406.102,"32"
"30","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Dianthus_deltoides",11,6,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"31","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Allium_oleraceum",2,0.1,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"32","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Stellaria_graminea",2,0.1,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"33","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Galium_verum",10,5,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"34","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Rubus_idaeus",0,28,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"35","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Veronica_chamaedrys",1,5,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"36","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Rumex_acetosa",0,4,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"37","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Achillea_millefolium",0,3,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"38","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Dactylis_glomerata",0,4,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"39","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Poa_nemoralis",0,5,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"40","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Poa_pratensis",0,1,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"41","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Avenella_flexuosa",0,55,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"42","16bda8f0-5394-4964-b9a7-646051620dd8",2023-08-09 10:00:00,"RT-07-2023","RT-07","RT","7","Krattknuser",98,138.2,2,3,0,0,5,0,0,20,27,23,32,10.6894773832177,59.2286442914048,"Fragaria_vesca",0,22,26,13,2023,"Permanent",NA,NA,6566728.639,596412.224,"32"
"43","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Rubus_idaeus",0,40,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"44","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Chelidonium_majus",8,30,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"45","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Poa_nemoralis",0,12,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"46","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Dactylis_glomerata",0,5,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"47","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Elytrigia_repens",0,2,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"48","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Avenella_flexuosa",0,5,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"49","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Vicia_hirsuta",0,0.1,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"50","53674f96-10ee-4e21-8e07-ee66b051adff",2023-08-09 10:00:00,"RT-06-2023","RT-06","RT","6","Ingen",75,94.2,35,4,0,0,2,0,0,41,50,45,55,10.6895503724106,59.228585567618,"Stellaria_graminea",1,0.1,48,8,2023,"Permanent",NA,NA,6566721.671,596418.64,"32"
"51","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Plantago_lanceolata",0,4,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"52","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Linaria_vulgaris",10,22,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"53","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Achillea_millefolium",4,14,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"54","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Veronica_chamaedrys",1,3,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"55","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Stellaria_graminea",12,4,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"56","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Fallopia_convolvulus",2,1,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"57","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Rumex_acetosa",0,3,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"58","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Viola_tricolor",0,0.1,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"59","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Galium_verum",15,13,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"60","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Poa_compressa",0,0.1,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"61","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Arrhenatherum_elatius",0,4,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"62","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Agrostis_capillaris",0,1,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"63","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Poa_nemoralis",0,0.1,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"64","284f1b78-ce51-49c6-8c30-8bb7171aa7ac",2023-08-09 10:00:00,"RT-S01-2023","RT-S01","RT","S1","Ingen",80,97.3,3,4,0,0,2,1,0,8,18,13,14,10.6894774609178,59.2287067443099,"Avenella_flexuosa",0,28,11,14,2023,"Spinn",NA,NA,6566737.73,596414.637,"32"
"65","7c90b259-3734-480e-9161-7635cfec6180",2023-08-09 10:00:00,"RT-12-2023","RT-12","RT","12","Ingen",98,127,3,10,0,0,2,0,0,13,13,27,12,10.689597974218,59.2286599605237,"Arrhenatherum_elatius",0,15,12.5,7,2023,"Permanent",NA,NA,6566734.659,596420.142,"32"
"66","7c90b259-3734-480e-9161-7635cfec6180",2023-08-09 10:00:00,"RT-12-2023","RT-12","RT","12","Ingen",98,127,3,10,0,0,2,0,0,13,13,27,12,10.689597974218,59.2286599605237,"Avenella_flexuosa",0,65,12.5,7,2023,"Permanent",NA,NA,6566734.659,596420.142,"32"
"67","7c90b259-3734-480e-9161-7635cfec6180",2023-08-09 10:00:00,"RT-12-2023","RT-12","RT","12","Ingen",98,127,3,10,0,0,2,0,0,13,13,27,12,10.689597974218,59.2286599605237,"Galium_verum",28,15,12.5,7,2023,"Permanent",NA,NA,6566734.659,596420.142,"32"
"68","7c90b259-3734-480e-9161-7635cfec6180",2023-08-09 10:00:00,"RT-12-2023","RT-12","RT","12","Ingen",98,127,3,10,0,0,2,0,0,13,13,27,12,10.689597974218,59.2286599605237,"Rumex_acetosa",0,5,12.5,7,2023,"Permanent",NA,NA,6566734.659,596420.142,"32"
"69","7c90b259-3734-480e-9161-7635cfec6180",2023-08-09 10:00:00,"RT-12-2023","RT-12","RT","12","Ingen",98,127,3,10,0,0,2,0,0,13,13,27,12,10.689597974218,59.2286599605237,"Stellaria_graminea",40,25,12.5,7,2023,"Permanent",NA,NA,6566734.659,596420.142,"32"
"70","7c90b259-3734-480e-9161-7635cfec6180",2023-08-09 10:00:00,"RT-12-2023","RT-12","RT","12","Ingen",98,127,3,10,0,0,2,0,0,13,13,27,12,10.689597974218,59.2286599605237,"Viola_tricolor",1,1,12.5,7,2023,"Permanent",NA,NA,6566734.659,596420.142,"32"
"71","7c90b259-3734-480e-9161-7635cfec6180",2023-08-09 10:00:00,"RT-12-2023","RT-12","RT","12","Ingen",98,127,3,10,0,0,2,0,0,13,13,27,12,10.689597974218,59.2286599605237,"Veronica_chamaedrys",1,1,12.5,7,2023,"Permanent",NA,NA,6566734.659,596420.142,"32"
"72","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Geranium_robertianum",0,0.1,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"73","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Viola_tricolor",0,0.1,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"74","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Linaria_vulgaris",0,1,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"75","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Potentilla_argentea",3,1,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"76","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Viscaria_vulgaris",0,23,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"77","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Poa_nemoralis",0,2,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"78","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Anthoxanthum_odoratum",0,1,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"79","608dfaca-2493-4f7c-9382-280e9ad4e8e9",2023-08-09 10:00:00,"RT-16-2023","RT-16","RT","16","Ingen",27,28.3,59,0,6,3,25,0,0,0,0,2,6,10.6898664681993,59.2286379046817,"Rubus_idaeus",0,0.1,3,8,2023,"Permanent",NA,NA,6566734.446,596436.937,"32"
"80","533fd7db-6b97-41ed-b0c8-9a197df0025a",2023-08-09 10:00:00,"RT-21-2023","RT-21","RT","21","Ingen",55,63,0.1,2,0,0,0.1,0,0,77,57,0,124,10.6900335467784,59.2287426593389,"Rubus_idaeus",3,55,100.5,5,2023,"Permanent",NA,NA,6566741.592,596443.174,"32"
"81","533fd7db-6b97-41ed-b0c8-9a197df0025a",2023-08-09 10:00:00,"RT-21-2023","RT-21","RT","21","Ingen",55,63,0.1,2,0,0,0.1,0,0,77,57,0,124,10.6900335467784,59.2287426593389,"Poa_nemoralis",0,1,100.5,5,2023,"Permanent",NA,NA,6566741.592,596443.174,"32"
"82","533fd7db-6b97-41ed-b0c8-9a197df0025a",2023-08-09 10:00:00,"RT-21-2023","RT-21","RT","21","Ingen",55,63,0.1,2,0,0,0.1,0,0,77,57,0,124,10.6900335467784,59.2287426593389,"Geranium_robertianum",0,1,100.5,5,2023,"Permanent",NA,NA,6566741.592,596443.174,"32"
"83","533fd7db-6b97-41ed-b0c8-9a197df0025a",2023-08-09 10:00:00,"RT-21-2023","RT-21","RT","21","Ingen",55,63,0.1,2,0,0,0.1,0,0,77,57,0,124,10.6900335467784,59.2287426593389,"Avenella_flexuosa",0,5,100.5,5,2023,"Permanent",NA,NA,6566741.592,596443.174,"32"
